,year,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,key,mode
0,1921,0.8958234375000002,0.4256609375000002,229911.9140625,0.23678359375000002,0.32233011023437486,0.2158140625,-17.095437500000003,0.0772578125,100.39775781249999,0.42549453125,0.484375,7,1
1,1922,0.9392361111111113,0.4799999999999998,167904.54166666666,0.23702624999999988,0.44046994097222236,0.23864722222222223,-19.17995833333333,0.11541944444444446,101.37613888888889,0.5340555555555555,0.1388888888888889,10,1
2,1923,0.9763289408284024,0.5684615384615381,178356.30177514793,0.24693609467455616,0.40193248236686396,0.2366556213017751,-14.37388165680474,0.09861893491124261,112.45659763313613,0.6247875739644974,6.047337278106509,0,1
3,1924,0.9353693516949166,0.5494025423728814,184891.5127118644,0.34811822033898276,0.5828104348305084,0.23855635593220326,-14.156724576271191,0.09035593220338983,120.86008474576262,0.6709788135593225,0.673728813559322,10,1
4,1925,0.9654220532319411,0.5718897338403041,184130.69961977185,0.2643726235741444,0.4088934084410645,0.2430935361216729,-14.516707224334597,0.11545741444866925,115.67171482889731,0.6164304182509505,2.859315589353612,5,1
5,1926,0.9489068446601975,0.5160638002773934,190687.15533980582,0.23077443828016636,0.6179480839667127,0.19828973647711529,-16.544270457697642,0.09459791955617193,105.93759778085983,0.5258885020804439,1.9972260748959778,5,1
6,1927,0.9360540646386584,0.6495411764705877,185235.98991596638,0.255752268907563,0.402609020369748,0.16790235294117634,-14.725729411764705,0.11623142857142865,114.58566386554602,0.6615862184873953,0.865546218487395,7,1
7,1928,0.9461880059171593,0.5296956889264579,217498.31191885038,0.2071427472527472,0.5169790110481828,0.17798833474218093,-17.316192730346575,0.1353132713440406,106.19524598478446,0.49295359256128496,1.5849535080304311,1,1
8,1929,0.9662645290581189,0.6079693386773551,196991.9519038076,0.23461002004008047,0.4063771634669342,0.17988236472945862,-13.915070140280555,0.11200240480961926,115.7791402805611,0.6337412825651298,0.5951903807615231,7,1
9,1930,0.9464902320243304,0.5097469026548676,195875.0221238938,0.32612364491150475,0.3655742397787609,0.21747251106194687,-12.708090707964617,0.0779282632743363,110.18872068584069,0.6186864491150448,0.9021017699115044,2,1
10,1931,0.8758935229067947,0.5560935229067929,179379.57345971564,0.2584339699842023,0.33201110037914755,0.23911785150078996,-15.90358135860979,0.23318151658767777,108.01028120063194,0.5713129541864139,0.325434439178515,0,1
11,1932,0.9400876826722342,0.5600509394572024,193462.6847599165,0.3054784968684762,0.2264179156784971,0.23631983298538622,-13.288906054279739,0.14177640918580361,116.22583298538615,0.593601878914405,1.6367432150313153,7,1
12,1933,0.9050108604501615,0.6037663987138263,192454.038585209,0.28736061093247595,0.13055586204180056,0.21015546623794204,-12.768765273311898,0.09617057877813505,115.05368167202579,0.6351533762057878,7.120578778135048,5,1
13,1934,0.8928537501805058,0.5298339350180503,187911.9963898917,0.2599906137184115,0.27386507657039744,0.21632815884476533,-14.86393862815885,0.10440938628158843,115.9882870036101,0.5642550541516249,1.111913357400722,0,1
14,1935,0.8824314485981305,0.5215750778816197,247152.8722741433,0.2655854127725856,0.2750319730685357,0.21811323987538947,-15.08982632398755,0.23103481308411203,110.36973520249222,0.5082672897196271,1.7165109034267914,7,1
15,1936,0.7954655451950531,0.5339323501427203,247225.10941960037,0.3067414559467176,0.30046378882968594,0.22539314938154123,-13.76873739295906,0.2153577545195051,110.02249666983825,0.5531392007611794,5.1893434823977165,10,1
16,1937,0.8996308724832218,0.5568880872483218,205470.5755033557,0.2869961912751673,0.33573397872483235,0.21799093959731541,-13.42102013422818,0.08646677852348988,114.59116946308723,0.5945649328859054,3.62248322147651,7,1
17,1938,0.9161265270833349,0.48698177083333366,244455.01909722222,0.2836270833333335,0.36412720875000004,0.2345378472222221,-14.30434895833333,0.09839027777777791,112.17112326388889,0.5216277951388887,2.1215277777777777,0,1
18,1939,0.8825946686686691,0.5131849849849847,215237.3973973974,0.2956723723723727,0.2653657219019024,0.23467407407407415,-13.825305305305308,0.12731631631631618,114.00651151151155,0.5628939939939936,4.286286286286287,0,1
19,1940,0.9329641499999942,0.47954035000000067,199029.361,0.3606402499999994,0.3918890491999997,0.2087693500000004,-12.116773500000006,0.06934015000000003,107.26854700000004,0.6239579499999998,0.8495,7,1
20,1941,0.9096124344176308,0.476223609653726,203643.18992654776,0.25784456453305343,0.4514768625183628,0.20157166841552968,-16.015195173137446,0.09237576075550917,107.00901364113325,0.4800691500524653,1.2896117523609654,7,1
21,1942,0.8509669969660156,0.4658696601941747,221947.5764563107,0.25738317354368967,0.39018133836165,0.2133296116504851,-15.029573422330111,0.0826593446601941,106.2021777912622,0.47375709951456435,0.9538834951456311,7,1
22,1943,0.9154872440944907,0.4675859842519682,216971.7275590551,0.2751731181102363,0.3951723255275592,0.23548692913385835,-13.591190551181107,0.11292929133858268,106.3870629921261,0.5165042519685038,1.2519685039370079,5,1
23,1944,0.8934426405475897,0.5075674054758805,246997.67275097783,0.2614877053455019,0.4382095411864402,0.23632281616688383,-14.468799217731418,0.17215619295958276,107.25252803129074,0.5489366362451107,2.7001303780964796,10,1
24,1945,0.9005422422222208,0.4561406111111117,226552.26777777777,0.24304671777777787,0.4004245878611109,0.21034577777777758,-16.019228333333327,0.09557777777777776,106.7262338888888,0.461859888888889,2.058333333333333,7,1
25,1946,0.9241929740518942,0.40327298735861583,262683.119760479,0.20412964737192268,0.49537495023286615,0.20791317365269468,-17.715263473053906,0.08805741849634087,102.6687864271456,0.37346979374584205,1.7511643379906854,7,1
26,1947,0.9153985351488249,0.47239860671310974,232983.2514249525,0.2589109309689678,0.34469710206459797,0.22069284357188082,-14.593786573780896,0.10091038632045597,109.272360987967,0.5061452818239397,1.1703609879670678,0,1
27,1948,0.9336757677902573,0.43991647940074957,207535.74264312466,0.24795665864098487,0.39111433688603553,0.2215770465489562,-15.503331728196876,0.08644018191546277,107.40021722846427,0.4437912252541468,1.6896736222578919,0,1
28,1949,0.908245694999996,0.44182154999999973,225391.95,0.2445630999999995,0.29357316077499934,0.20968540000000038,-15.616004499999994,0.10323699999999997,108.8844635,0.4288879000000003,3.4115,0,1
29,1950,0.8692186605999956,0.4834354000000005,227230.8585,0.3274425450000001,0.2765438099749998,0.2136882500000002,-13.369426499999985,0.08306164999999992,111.88075649999992,0.5503400500000019,2.8295,7,1
30,1951,0.9055975356499977,0.4599351000000001,214118.9925,0.24905049999999998,0.3069370815399999,0.2154895000000002,-15.977583000000037,0.10780384999999985,109.15694499999982,0.4317064499999998,2.851,0,1
31,1952,0.8628557679999966,0.46342654999999977,222733.123,0.2523529100000001,0.2806003868700001,0.22782294999999983,-16.10869400000001,0.16248969999999993,107.6592199999998,0.43940741204999956,3.0875,5,1
32,1953,0.8924524719999981,0.43488924999999956,217345.3555,0.26393438,0.29455538354500005,0.22660899999999984,-15.554933499999995,0.09425630000000006,109.40242550000005,0.42095446000000025,3.276,0,1
33,1954,0.8668165172999992,0.46266614999999944,224186.179,0.26037771499999973,0.2816370674450004,0.21749714999999986,-15.570151000000012,0.11170084999999992,108.97192649999988,0.4443600500000004,7.2585,5,1
34,1955,0.8438133949999995,0.48972285,220354.7895,0.2910605450000001,0.22621600659500027,0.22284454999999978,-14.120996999999997,0.10110335,110.58021700000023,0.47068449999999945,9.2555,0,1
35,1956,0.8219204899999986,0.48267350000000114,216753.9095,0.30297822499999943,0.23879388244500013,0.18632540000000006,-14.305217499999998,0.06256989999999993,111.81226000000005,0.5012368000000003,15.162,0,1
36,1957,0.7911805500000022,0.5060994999999994,243581.6885,0.2948945499999996,0.1979505962049997,0.18194404999999983,-14.262996500000016,0.06565275000000001,112.32558750000015,0.5092924000000006,18.8575,0,1
37,1958,0.7800262449999991,0.47926159999999984,213801.1425,0.3100391200000006,0.18968454876999982,0.20179480000000047,-14.326117000000004,0.05664094999999995,112.8228249999999,0.4921009999999999,18.235,0,1
38,1959,0.7800545200000009,0.4874715500000008,216364.831,0.3139459550000004,0.18636030710000004,0.19549155000000032,-14.42922700000001,0.06860549999999993,112.26391349999977,0.48351370000000077,19.924,0,1
39,1960,0.7583912729999991,0.4844517000000004,211736.397,0.3438089200000001,0.1891323171350001,0.2049044500000001,-13.852034500000018,0.06663549999999996,112.95196199999991,0.5226144500000004,18.5535,5,1
40,1961,0.751793075000001,0.48743159999999963,232117.5375,0.3423315739999996,0.2702952931700001,0.21049580000000012,-14.193483999999993,0.05937779999999994,111.8913524999999,0.5168189499999998,18.357,0,1
41,1962,0.7129095065000005,0.4983620499999994,210755.748,0.3773268999999995,0.17609897175500003,0.20423755000000027,-13.13386449999997,0.05775939999999989,114.95526449999994,0.5574789499999998,20.4185,0,1
42,1963,0.7163279850000007,0.48417719999999964,201859.4095,0.37017308500000023,0.19200112876999995,0.2033938500000003,-13.628186,0.05430394999999992,114.51618649999998,0.5454494500000008,24.3655,0,1
43,1964,0.6855404074999994,0.5052330499999994,198800.208,0.39725066499999995,0.15834795816499989,0.21761650000000024,-12.978118999999984,0.06139720000000001,115.10729499999998,0.5646776499999991,25.1425,0,1
44,1965,0.6015170096008084,0.5070829711975745,193825.58211217786,0.4514486134411312,0.11455403910055593,0.21419146033350192,-11.934773117736253,0.057784941889843275,117.29802122284002,0.5818031328954024,26.365841334007076,0,1
45,1966,0.5189531592608012,0.510174492451847,196148.90317542947,0.49137659031754255,0.10588601014575738,0.21412993232691302,-11.248419573139,0.055579229567933416,116.90851691827167,0.5903845393024468,27.719416970327956,2,1
46,1967,0.5151806326900004,0.4976982500000001,200655.2135,0.4551919950000003,0.10397135523499998,0.19554210000000036,-11.590928999999996,0.050256049999999976,117.60824000000008,0.5598204500000006,31.2315,0,1
47,1968,0.47868497334999993,0.5013595999999998,217814.165,0.46263766500000053,0.11781901835500017,0.21561230000000048,-12.027944500000006,0.059005249999999954,116.4182775,0.5688373499999997,30.7585,0,1
48,1969,0.4471897138999992,0.48618184999999997,242685.451,0.48719352999999943,0.15804728169000032,0.20841399999999985,-12.140456500000003,0.05489625000000001,116.6151935000002,0.551953784999999,32.7905,2,1
49,1970,0.4535442394500006,0.5053875000000001,242906.1775,0.4946002350000008,0.12787336735999993,0.21527950000000015,-11.902606999999984,0.05214799999999989,117.4358205000001,0.5700784000000002,34.352,2,1
50,1971,0.45285759965000033,0.5033073499999998,259763.172,0.5003231549999998,0.12595275444999995,0.21658950000000007,-12.0367265,0.05945145000000005,118.74745399999996,0.5739175999999989,34.537,2,1
51,1972,0.4581660996999998,0.5207899999999989,247348.976,0.5062006499999995,0.11446013611499978,0.20680375000000004,-11.783380499999996,0.05496730000000001,119.20290799999995,0.5976209500000007,34.732,2,1
52,1973,0.41665770899999943,0.5111304000000003,256004.158,0.5323410899999994,0.10866798948500005,0.2040632499999998,-11.379464500000006,0.05696665000000008,120.26687499999997,0.5836203000000005,36.6645,0,1
53,1974,0.43798809290000007,0.5187974999999997,254761.829,0.5200424150000013,0.1147467368500001,0.22005034999999964,-11.758481000000025,0.058217049999999916,119.82935549999978,0.5846247500000002,32.1375,9,1
54,1975,0.4198056596950001,0.52185855,254387.0495,0.5280337950000009,0.11003768292999992,0.21673995000000043,-11.505628000000005,0.062025950000000024,118.92833049999999,0.5733907499999997,34.6575,9,1
55,1976,0.3655867962599991,0.5320319499999995,265659.718,0.5539369950000014,0.12032380486500006,0.25060910000000003,-11.111439499999982,0.06492699999999998,121.15020200000009,0.5836185500000003,35.7805,2,1
56,1977,0.33361093215,0.5335532000000014,257744.25,0.5653281590000007,0.1270107307850001,0.2251603500000001,-11.035366999999997,0.06004425000000004,122.20677900000015,0.5852641499999998,35.8885,9,1
57,1978,0.3210984948999996,0.5443435499999997,251402.4185,0.5674144649999995,0.09983096111999981,0.2233908499999996,-10.768504999999992,0.06419665000000004,121.17261199999996,0.5925870500000014,35.6105,9,1
58,1979,0.2837892356749996,0.5609838000000009,251820.529,0.5962735399999995,0.111793358545,0.21688210000000047,-10.920213500000022,0.06913689999999997,123.06892300000011,0.6092799500000006,35.615,9,1
59,1980,0.2865455506899995,0.5542185000000006,250731.835,0.5978803650000005,0.12615688586999987,0.20870265000000016,-10.704711000000014,0.05977419999999997,122.539409,0.5970771999999998,35.61,0,1
60,1981,0.2973365643700001,0.5383587000000002,252816.389,0.5971877274999995,0.15921557476500012,0.22635904999999978,-11.132972499999978,0.05816674999999989,123.16391000000019,0.5775212500000018,35.2205,9,1
61,1982,0.28700325781000013,0.5627763500000003,249920.365,0.5984857395000002,0.09766365653000009,0.2040364500000003,-10.854382499999998,0.06596300000000015,121.26878100000002,0.5891503500000005,35.538,2,1
62,1983,0.28297179862000016,0.5459403000000005,250854.219,0.6102030750000014,0.14839375743000016,0.20151180000000024,-11.140125000000024,0.06762190000000001,121.02491000000006,0.5720859999999993,35.803,9,1
63,1984,0.28083068193500044,0.5359317999999993,251964.4015,0.594700610000001,0.1460113247400002,0.19677304999999995,-11.516079999999997,0.06091990000000007,121.50306650000024,0.5622641049999999,36.9905,9,1
64,1985,0.2792193773299996,0.5568838500000006,252782.83,0.6105640200000012,0.11261160693999991,0.19803044999999989,-11.229713999999973,0.05796635000000007,121.82359500000013,0.5674897000000004,36.5865,9,1
65,1986,0.27240783169500027,0.5424810999999992,254157.4355,0.6211211850000004,0.1160885480949999,0.21084585000000042,-11.04921650000001,0.06566199999999998,120.71873050000004,0.5506039000000018,36.8895,9,1
66,1987,0.3065927382550001,0.5405731000000005,248102.833,0.5824392449999999,0.10020338010000017,0.20031200000000032,-11.593638500000004,0.058469650000000074,120.21453099999982,0.5372344499999989,39.134,7,1
67,1988,0.3078898605300002,0.5428700000000004,256073.0075,0.5898324350000002,0.11163623423500009,0.2112344499999999,-11.540838500000028,0.06728075000000004,120.35566500000012,0.549031201000001,38.655,7,1
68,1989,0.30950674792999994,0.54987875,255945.402,0.5849297850000009,0.11062671643000005,0.19801419999999997,-11.430168499999985,0.06467994999999993,120.37008250000018,0.5515353000000001,38.5125,7,1
69,1990,0.3117845171650003,0.5410058999999999,259872.336,0.5822595850000007,0.11120652037499984,0.20040090000000013,-11.226814499999987,0.06731625000000009,120.1063765000003,0.5308483499999997,39.7325,7,1
70,1991,0.31795578021500065,0.5577717499999996,244043.9445,0.5641552699999999,0.11222486560999993,0.1880704000000005,-10.890379000000019,0.07260950000000006,119.82465299999998,0.5511696500000007,41.116,7,1
71,1992,0.3136018667650006,0.5587983499999993,245337.655,0.5845073099999999,0.09565098182499981,0.20182020000000048,-10.54978449999998,0.07482944999999995,122.71333550000027,0.5605345500000007,42.3605,7,1
72,1993,0.29452091382499995,0.5704178500000002,252347.928,0.5710021250000002,0.11929694274499994,0.1983855000000004,-10.811758000000028,0.07854870000000007,119.63484700000011,0.5537907999999998,42.1615,7,1
73,1994,0.2918028013400004,0.5553958500000007,249993.109,0.5876470804999988,0.10928057799999985,0.19214770000000006,-10.180155500000003,0.07844394999999989,118.07882900000003,0.5336078499999997,44.1665,7,1
74,1995,0.294642868205,0.5619994500000011,248170.3395,0.5835205800000011,0.11505674053000006,0.20215000000000025,-9.968072499999995,0.08238884999999987,118.9690909999999,0.5305233999999996,44.234,0,1
75,1996,0.28859651142500026,0.58840095,247779.3845,0.5921660900000004,0.08627605804,0.20077890000000023,-9.313757500000003,0.0876578,117.37475900000004,0.5616361499999994,44.127,7,1
76,1997,0.3074752001699999,0.5732554500000002,245946.303,0.5988033451,0.11402172316000006,0.20235139999999993,-9.266054000000016,0.0893916500000001,117.59976200000015,0.5406617500000006,45.071,7,1
77,1998,0.28267976352500007,0.5862758499999995,248153.978,0.6117194850000007,0.10843751757999993,0.19624404999999992,-8.8924135,0.093998,118.58545899999999,0.5368307999999996,45.143,7,1
78,1999,0.26980225066999974,0.5811701000000001,246276.3015,0.6362176985000003,0.09536812263500019,0.20880064999999984,-8.276039000000017,0.09646294999999987,119.46160200000007,0.5513157000000005,46.637,0,1
79,2000,0.29149118261500073,0.5832575499999995,245088.6125,0.6183541900000009,0.10642068557999995,0.20031414999999952,-8.376915499999997,0.08871669999999991,118.83167449999995,0.5494974499999995,46.167,7,1
80,2001,0.2790601774299997,0.5815040500000006,239852.0185,0.6323786610000006,0.10139277115499983,0.1868232500000003,-8.173402499999996,0.08910664999999994,117.59573249999991,0.5445576999999991,48.422,7,1
81,2002,0.2825099632850009,0.5737095000000001,240185.312,0.6444449459999997,0.08951946437499997,0.19432039999999984,-7.681550000000009,0.0831752000000001,119.56469799999985,0.5413587000000003,48.119,7,1
82,2003,0.2537528191449997,0.5743637000000006,245401.154,0.6613054999999985,0.08531460793999997,0.1949721499999997,-7.48068,0.09116165000000015,120.89745549999991,0.5312430499999996,48.2975,7,1
83,2004,0.27067947334000025,0.5688899000000004,239887.746,0.6541217499999987,0.07667282654999981,0.20198305000000027,-7.503559500000001,0.09312395000000008,121.25051100000017,0.5251960499999995,48.863,7,1
84,2005,0.2514238116199996,0.5729203500000011,238918.3795,0.6549909549999995,0.0868937634300001,0.18680918499999982,-7.399143000000001,0.09268694999999985,122.24317949999985,0.5296490999999999,50.3085,7,1
85,2006,0.27367828608499956,0.5646682500000002,236463.3205,0.6515985200000001,0.07857838943999994,0.18721875000000007,-7.2624745000000095,0.08334790000000004,121.81647949999994,0.5157303000000006,50.638,7,1
86,2007,0.24356313849500016,0.5609246000000002,242905.691,0.6696213599999988,0.07557493829499999,0.1951308,-7.107642499999992,0.08322935000000012,123.7254879999999,0.5103108500000008,50.6775,7,1
87,2008,0.2454782697099999,0.5818794999999995,240165.692,0.6711623222999995,0.06548858361499998,0.19748304999999988,-6.891646500000003,0.07650390000000004,123.30965050000016,0.5284594499999999,50.476,0,1
88,2009,0.24740275524000022,0.5631438499999996,240842.879,0.678264165,0.06780587498499999,0.20565605000000003,-6.897190999999999,0.08508380000000015,123.88956050000016,0.5076104184999994,51.3415,0,1
89,2010,0.23178904707000017,0.5722755000000007,243672.487,0.6900969050999989,0.08112672903500001,0.20216605000000018,-6.772337000000003,0.08532600000000003,123.384734,0.519240305,52.7045,0,1
90,2011,0.24903544173999992,0.555047599999999,237739.647,0.6635487860000012,0.09404858229499993,0.2024940000000003,-7.360548499999992,0.08890525000000013,122.37390449999994,0.4744337350000007,53.201,0,1
91,2012,0.24168728573999992,0.5680292000000011,242979.4295,0.6640660399999985,0.07240733916999993,0.1938264999999999,-7.1033015000000015,0.08240005000000017,122.10288850000006,0.467243569999999,54.306,7,1
92,2013,0.24736881183000012,0.5741730999999998,239509.58,0.6531866888499995,0.07878289049499995,0.19939760000000037,-7.294584000000003,0.0969889499999998,120.75848800000017,0.4614933549999995,55.6545,1,1
93,2014,0.24461363944500025,0.5861138500000004,232865.717,0.6484032730000001,0.0642944116299999,0.18722700000000006,-7.092448500000009,0.08369515000000005,122.31587050000019,0.45914410999999966,56.9835,0,1
94,2015,0.2579210881700003,0.5893163499999994,224916.5455,0.62581546225,0.06308401323000006,0.18708229999999998,-7.279965500000004,0.09616470000000031,119.67079449999994,0.43830429499999846,59.6855,0,1
95,2016,0.28937788499999995,0.5968367539267027,219816.8340314136,0.5863973130890039,0.08112687541884829,0.17988465968586417,-8.076835078534032,0.10423287958115168,118.99158324607352,0.4267243036649219,61.349738219895286,0,1
96,2017,0.2973802330251259,0.6069533668341697,208518.83316582916,0.581693187839196,0.10923901874874385,0.19655105527638217,-8.657423115577878,0.11190090452261313,116.66585879396962,0.4102521266331652,64.94874371859297,1,1
97,2018,0.28051160209999954,0.6614385499999993,200477.342,0.5838409500500003,0.046291831539999974,0.17022289999999995,-7.416713500000007,0.12631065000000014,121.62059249999993,0.4444627249999992,67.468,1,1
98,2019,0.3097189820010592,0.6321359449444156,195898.6802541027,0.5634596641079943,0.10182493509793548,0.16547548967707795,-8.530056643726839,0.12360730545262041,118.12274113287462,0.4526482530439384,70.05399682371625,1,1
99,2020,0.26205232638905407,0.6730885782272453,196179.48839976205,0.6065931945270675,0.05602363792385488,0.17574485425342065,-7.480000594884,0.1442423557406305,121.84860142772162,0.48982994646044026,56.23973825104105,1,1
